,err_S,err_I,err_uS,err_uI,beta,residual,residual_S,residual_I,residual_uS,residual_uI,index
3,5.691e+00,8.645e+00,3.306e+01,3.259e-01,6.212e-01,1.168e-03,1.548e-03,1.555e-03,1.541e-03,1.541e-03,3
