,err_S,err_I,err_uS,err_uI,beta,residual,residual_S,residual_I,residual_uS,residual_uI,index
9,2.661e-01,1.485e-01,9.669e-01,1.346e-02,3.934e+00,3.082e-04,5.615e-04,5.630e-04,5.606e-04,5.606e-04,9
