seed: in model
epoch: 0, loss_total: 9.776e-03, pde: 2.058e-03, , initial: 1.065e-05, , terminal: 1.192e-07, , data: 7.708e-03, 
epoch: 1, loss_total: 9.774e-03, pde: 2.061e-03, , initial: 1.017e-05, , terminal: 8.427e-08, , data: 7.703e-03, 
epoch: 2, loss_total: 9.775e-03, pde: 2.061e-03, , initial: 1.093e-05, , terminal: 1.694e-08, , data: 7.703e-03, 
epoch: 3, loss_total: 9.776e-03, pde: 2.062e-03, , initial: 1.008e-05, , terminal: 6.412e-09, , data: 7.704e-03, 
epoch: 4, loss_total: 9.776e-03, pde: 2.059e-03, , initial: 1.073e-05, , terminal: 8.977e-09, , data: 7.707e-03, 
epoch: 5, loss_total: 9.778e-03, pde: 2.064e-03, , initial: 9.932e-06, , terminal: 1.248e-07, , data: 7.704e-03, 
epoch: 6, loss_total: 9.781e-03, pde: 2.056e-03, , initial: 1.167e-05, , terminal: 3.506e-07, , data: 7.713e-03, 
epoch: 7, loss_total: 9.784e-03, pde: 2.066e-03, , initial: 9.028e-06, , terminal: 4.591e-07, , data: 7.709e-03, 
epoch: 8, loss_total: 9.787e-03, pde: 2.059e-03, , initial: 1.169e-05, , terminal: 3.281e-07, , data: 7.717e-03, 
epoch: 9, loss_total: 9.793e-03, pde: 2.068e-03, , initial: 9.668e-06, , terminal: 2.389e-07, , data: 7.715e-03, 
epoch: 10, loss_total: 9.805e-03, pde: 2.060e-03, , initial: 1.165e-05, , terminal: 3.352e-07, , data: 7.733e-03, 
epoch: 11, loss_total: 9.824e-03, pde: 2.077e-03, , initial: 8.400e-06, , terminal: 8.789e-07, , data: 7.737e-03, 
epoch: 12, loss_total: 9.853e-03, pde: 2.061e-03, , initial: 1.408e-05, , terminal: 1.966e-06, , data: 7.776e-03, 
epoch: 13, loss_total: 9.895e-03, pde: 2.090e-03, , initial: 7.089e-06, , terminal: 3.298e-06, , data: 7.795e-03, 
epoch: 14, loss_total: 9.960e-03, pde: 2.067e-03, , initial: 1.496e-05, , terminal: 4.275e-06, , data: 7.874e-03, 
epoch: 15, loss_total: 1.006e-02, pde: 2.120e-03, , initial: 6.571e-06, , terminal: 5.424e-06, , data: 7.927e-03, 
epoch: 16, loss_total: 1.022e-02, pde: 2.111e-03, , initial: 1.763e-05, , terminal: 7.627e-06, , data: 8.084e-03, 
epoch: 17, loss_total: 1.047e-02, pde: 2.208e-03, , initial: 4.349e-06, , terminal: 1.262e-05, , data: 8.243e-03, 
epoch: 18, loss_total: 1.082e-02, pde: 2.183e-03, , initial: 2.372e-05, , terminal: 2.174e-05, , data: 8.587e-03, 
epoch: 19, loss_total: 1.128e-02, pde: 2.327e-03, , initial: 2.860e-06, , terminal: 3.513e-05, , data: 8.919e-03, 
epoch: 20, loss_total: 1.180e-02, pde: 2.297e-03, , initial: 3.057e-05, , terminal: 4.991e-05, , data: 9.425e-03, 
epoch: 21, loss_total: 1.234e-02, pde: 2.515e-03, , initial: 2.318e-06, , terminal: 6.418e-05, , data: 9.755e-03, 
